,channel_id,video_id,comment_id,date,author,comment_text,sentiment
280,,rHux0gMZ3Eg,UgxfTWkG6NrigULBwo54AaABAg.9ev1zrhcNO_9fr2SEboacC,2022-09-11T22:36:49Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
281,,rHux0gMZ3Eg,Ugy8E-cpLjqmSgsBAEN4AaABAg,2022-08-18T18:22:06Z,Anil katwal,Thank you i am computational physicist.,neutral
282,,rHux0gMZ3Eg,Ugzri0QIbt5CE1JuU994AaABAg.9erjbqgVC4v9fr2UcOXOKr,2022-09-11T22:37:09Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
283,,rHux0gMZ3Eg,UgzZm5weTnDybXjRTzN4AaABAg,2022-08-18T08:04:44Z,Pietro Noname,Sice weh YOutube is written in python?,neutral
284,,rHux0gMZ3Eg,UgxUDkNyMdUm8C_0mm94AaABAg.9epVhgv_NCK9fr2WYKPRKz,2022-09-11T22:37:25Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
285,,rHux0gMZ3Eg,UgzJSgqCB0UquDGUJ1J4AaABAg.9eo38sR1Qn09fr2Vje6mx8,2022-09-11T22:37:18Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
286,,rHux0gMZ3Eg,UgwQ-T_hTd9ONXr70U54AaABAg.9enj8oyLUcv9nX6SOFV9Lj,2023-03-21T15:38:54Z,Younger Lei,I couldn't agree more. I still remember the period when setting Ruby on my Windows laptop in order to use Ruby on Rails. It is annoying and frustrated.,negative
287,,rHux0gMZ3Eg,UgzNYxExlFyEL3HkKZd4AaABAg,2022-08-16T12:47:44Z,Marcos Correia,"This is how to show the .vscode folder:
Preferences -> Settings -> Workbench -> Setting Editor -> Editor = Json",neutral
288,,rHux0gMZ3Eg,Ugx16gVBUb7DeB1PUsB4AaABAg.9ekeivALXBx9elFSsW-y04,2022-08-15T20:03:40Z,anis213,Premuim,neutral
289,,rHux0gMZ3Eg,Ugyf25-KjH1IQjduurZ4AaABAg,2022-08-15T09:28:30Z,peace ful,its definitely not for beginers he has not explained the major stuff . better dont try and confuse yourself,positive
290,,rHux0gMZ3Eg,UgyeIVG6vSKgZHia7214AaABAg.9eijVEhWjTe9fr2cb1BF9V,2022-09-11T22:38:22Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
291,,rHux0gMZ3Eg,UgyRQ8OZH-1UdAH7dOx4AaABAg,2022-08-14T12:40:44Z,Sam Rasoli,cool,positive
292,,rHux0gMZ3Eg,UgzKmxxNTUpKdzArLCF4AaABAg.9eg1ZLd-IJr9fr2hF0TUh4,2022-09-11T22:39:01Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
293,,rHux0gMZ3Eg,Ugwq994nsdqo_PdN99F4AaABAg.9efOWXbtgEW9fr2gOwBUrh,2022-09-11T22:38:54Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
294,,rHux0gMZ3Eg,UgxfjXkuU47_PO5wdSB4AaABAg.9eeFzb1VXR59fr2hzSvJxs,2022-09-11T22:39:07Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
295,,rHux0gMZ3Eg,Ugw0LAkHyCMLmyg3fpV4AaABAg.9eZmOY5TNvN9fr2ic_rKhv,2022-09-11T22:39:12Z,For help Teleqram @Aniachat01,"Helpline📲📥⬆️
Questions can come in⬆️…",neutral
296,,rHux0gMZ3Eg,UgzHGXjJ4x5mPOr10Nx4AaABAg,2022-08-10T00:50:07Z,A CANADA DREAM,I didnt like the video... you should go deeper... not tease us,neutral
297,,rHux0gMZ3Eg,UgyP6KZX69HCezf3u494AaABAg,2022-08-09T13:31:12Z,Артинеон 12,👆Look this boys👆,neutral
298,,rHux0gMZ3Eg,UgyOrKlDxcngYyeQG714AaABAg,2022-08-09T12:43:21Z,Артинеон 12,👆Hi boys👆,neutral
299,,rHux0gMZ3Eg,UgxRDh8O35iifgi92MJ4AaABAg,2022-08-09T08:48:49Z,Art - Brawl Stars,👆Hea mans👆,neutral
300,,rHux0gMZ3Eg,UgwXkxWCw5zXU0HqcfR4AaABAg,2022-08-09T08:48:43Z,Art - Brawl Stars,👆Boys??👆,neutral
301,,rHux0gMZ3Eg,Ugz31GF_aJrMs2kBTH54AaABAg,2022-08-08T08:38:18Z,Savant,i have a job interview in 2hours as a django developer and here i am learning django lols,neutral
302,,rHux0gMZ3Eg,Ugw2WhGu-Ui_UiOGACJ4AaABAg,2022-08-07T12:41:32Z,Christo367,https://youtu.be/rHux0gMZ3Eg?t=293,neutral
303,,rHux0gMZ3Eg,Ugx0S-gt84Cd3N5evg14AaABAg,2022-08-05T17:50:25Z,Derrell Jones,"Hello, does anyone know the solution as to why I am unable to run pip install pipenv.
-bash: pip: command not found I get this error",negative
304,,rHux0gMZ3Eg,UgwurOqwmpgibcVXtsF4AaABAg,2022-08-05T06:37:33Z,Andrey Solovev,Thank you for the content and tell me which theme is used for vscode as well as for the terminal?,neutral
305,,rHux0gMZ3Eg,UgyFYq3Wgz4xAvH0U1B4AaABAg,2022-08-02T18:11:48Z,soge king,"Thanks for this. I couldn’t get the debug toolbar installed though. Multiple errors like could not find q version that satisfies the requirement or pip is configured with locations that require TLS/SSL, any ideas?",positive
306,,rHux0gMZ3Eg,UgwquB8R1yp4fsU-oIJ4AaABAg,2022-08-02T17:32:06Z,Trade with Ninja,Your terminal colors so cool  can you show us how to beautify it  thank you Mosh,positive
307,,rHux0gMZ3Eg,UgyYQ6h0A8L-74OEacJ4AaABAg,2022-08-02T16:32:21Z,SAMIHOUSSEMEDDINE BABOUCHE,a lot of ads,neutral
308,,rHux0gMZ3Eg,Ugxclom-9jSzqn37Oi94AaABAg,2022-08-01T09:24:28Z,Joe Elliot,Hi Mosh.  I cannot get the debugger to hit the checkpoint.  Is there something I am missing?  Earlier in your tutorials the .vscode folder was not created so I had to create it and the settings file myself.,negative
309,,rHux0gMZ3Eg,UgzzD0JgRkcFxgDSu494AaABAg,2022-07-30T13:37:44Z,Masbah,I am a linux user and the pipenv --venv doesn't work in my terminal. please help me,neutral
310,,rHux0gMZ3Eg,Ugy_aSMnY0cYUArVVRJ4AaABAg,2022-07-27T15:16:46Z,Praveen,"what about windows,
Few codes work in mac not windows",negative
311,,rHux0gMZ3Eg,UgxrXdBkc1nUOrylBmp4AaABAg,2022-07-27T13:50:27Z,ignatius maziofa,my vs code is not showing intellisense even after i have installed python extension,neutral
312,,rHux0gMZ3Eg,UgzJ3salR5S46Fbv5ON4AaABAg,2022-07-26T11:28:49Z,vigneshkumar rajan,how find virtual environment  for windows in command prompt to setup interpreter path,neutral
313,,rHux0gMZ3Eg,Ugx2CqpkQgNH6V1nw8B4AaABAg,2022-07-24T14:12:15Z,Gregory Libenson,"Another awesome course in a very clear English !  As always, good for you, Mosh !!!",positive
314,,rHux0gMZ3Eg,UgzOvxhcSvaGyGuNfOR4AaABAg,2022-07-23T11:13:09Z,Arfoaui Nourhenne,hello i have a problem : i can't add python interpreter to VS  cz in this path C:\Users\__\.virtualenvs\__\Scripts\      i don t have  python  instead i have python.exe and it not working with that,neutral
315,,rHux0gMZ3Eg,UgzWqGcp84LLHLAJ61l4AaABAg,2022-07-22T14:14:38Z,Tinsae Alemayehu,Hi i went to learn about  c can you make video pleas,neutral
316,,rHux0gMZ3Eg,UgzLMyofeYNUJe2vB614AaABAg,2022-07-22T06:12:08Z,HackHouse,In Django how to generate a pdf file from the Django template while maintaining the proper CSS style?,neutral
317,,rHux0gMZ3Eg,UgyiKJNSN76O5hdLIkZ4AaABAg,2022-07-22T05:28:48Z,Ivan Chavez,"for anyone having problems getting a 'Model class django.contrib.sessions.models.Session doesn't declare an explicit app_label and isn't in an application in INSTALLED_APPS.' error in the 'debug_toolbar' section, you can either erase your cookies or open the server in a incognito window (if you prefer not to erase your cookies and so on)",neutral
318,,rHux0gMZ3Eg,UgxN8Uvc5Y-NyoejHTl4AaABAg,2022-07-15T20:30:48Z,El Gato,"Hi, everyone. I am receiving this problem in VSC: ModuleNotFoundError: No module named 'django'
But everything works in terminal.
I am using windows
Thank you for your help",neutral
319,,rHux0gMZ3Eg,UgxmH1shkfU4-nrZ_Od4AaABAg,2022-07-15T06:25:25Z,Anupum Pant,In your full course do you also teach deployment?,positive
320,,rHux0gMZ3Eg,UgyEEoaikwb6_n7R1fZ4AaABAg,2022-07-13T21:18:58Z,Anthony Ives,How do you always get that gray example box with white writing to pop up for you when you're writing code?,neutral
321,,rHux0gMZ3Eg,UgyksmlueoL9AwvuYXV4AaABAg,2022-07-12T11:39:18Z,Ahmed Kandil,which theme do you use in zsh and vs code ???,neutral
322,,rHux0gMZ3Eg,UgxiBURytXU7ISYJZFV4AaABAg,2022-07-10T10:56:16Z,Omer Boehm,"Love your videos, every word is gold.
Perfect timing for me ;) I was just looking to get started with Django.",positive
323,,rHux0gMZ3Eg,UgwoXoGljRV4JAqNR2t4AaABAg,2022-07-08T22:22:18Z,Castle,"im stuck at the 20:16 part, there is no .vscode showing here. I did enter my path in the interpreter.",neutral
324,,rHux0gMZ3Eg,UgzR58YcJFLnCjHRa-d4AaABAg,2022-07-07T20:54:02Z,doctor idri,cooool,neutral
325,,rHux0gMZ3Eg,Ugwu9reHcLEHVQWANSV4AaABAg,2022-07-07T10:26:27Z,ali,How to get the full course 🤢,positive
326,,rHux0gMZ3Eg,UgxhRu-OLiQvftoBGT14AaABAg,2022-07-07T06:06:45Z,Dhruv Shah,"Hello there are 2 things that I am having trouble with. I followed your tutorial to the tee up to the 20 min mark, however I do not have the .vscode file with the tasks.json in the storefront directory. Also after selecting the correct python interpreter  and opening the integrated terminal I get the following error: ""cannot be loaded because running scripts is disabled on this system. For more information, see about_Execution_Policies..."" . Please help if possible thanks",positive
327,,rHux0gMZ3Eg,UgzMMgj5wal4QtHwFid4AaABAg.9d3rsh1zGGQ9g7FROdW6PY,2022-09-18T14:57:23Z,Yen Tran,"Try below:

1. Add django-debug-toolbar’s URLs to your project’s URLconf: 

from django.urls import include, path
urlpatterns = [
    # ...
    path('__debug__/', include('debug_toolbar.urls')),
]

2. If the toolbar still doesnt show, try to kill the current session (Ctrl C), then run migrate command (python manage.py migrate), then run the server again, the toolbar should be displayed.",neutral
328,,rHux0gMZ3Eg,UgyXJoMS3nryHwgwHZh4AaABAg,2022-07-02T16:34:50Z,Sana Scribbles ,I am on mac and everything was fine until django-admin  it was thrwowing errors like zsh: command not found: django-admin got stuck there don't know what to do next,positive
329,,rHux0gMZ3Eg,Ugx60nxMDn6g5-jwDQ94AaABAg,2022-07-01T17:07:35Z,sk venkatesh,.vscode folder is not coming in the explorer. can anyone help?,neutral
330,,rHux0gMZ3Eg,Ugy2Zzu9bGwOOCEX08h4AaABAg,2022-06-30T01:06:42Z,Alan Snyder,I love this course.  It is much more helpful than the professor in my current class!!,positive
331,,rHux0gMZ3Eg,Ugxfxr8Drv8mOtHWFpZ4AaABAg,2022-06-29T10:01:48Z,Mandalorian3917,this was uploaded exactly 1 year ago. I didn't notice this until now.,positive
332,,rHux0gMZ3Eg,Ugx503YR1L-yYCGnfN14AaABAg,2022-06-29T07:23:31Z,zhu MIKE,"Hi Mosh, I really like your videos, but I'm interested in which terminal are you using? Is it original Apple terminal? could you  tell me how you set it up?",positive
333,,rHux0gMZ3Eg,Ugzf8tBwwTnhOF-ma9J4AaABAg,2022-06-28T16:52:22Z,LOEHCRACK RECOMMEND ON INSTAGRAM ,"I cannot thank you enough! My dad passed away and we’ve been unable to Access our family PC for the past 2-3 years. He took the password with him, we tried countless password and nothing! I tried your method and it’s worked! You have no idea how happy I’m! A million thank you.👆🏻☝️",positive
334,,rHux0gMZ3Eg,UgzzbhHGdPm_JcNTNBd4AaABAg,2022-06-28T16:52:18Z,LOEHCRACK RECOMMEND ON INSTAGRAM ,"I cannot thank you enough! My dad passed away and we’ve been unable to Access our family PC for the past 2-3 years. He took the password with him, we tried countless password and nothing! I tried your method and it’s worked! You have no idea how happy I’m! A million thank you.👆🏻☝️",positive
335,,rHux0gMZ3Eg,UgyItj0bjxmGlN18oHZ4AaABAg,2022-06-26T23:57:28Z,🐬 LOEHCRACK Is on IG🐬,"Your dedication & Hardwork shows how legit and reliable you are, honestly working with you can’t express how grateful I’m right now”❤️",positive
336,,rHux0gMZ3Eg,Ugztl-_0lyH3r2qrzU14AaABAg,2022-06-26T23:57:21Z,🐬 LOEHCRACK Is on IG🐬,"Your dedication & Hardwork shows how legit and reliable you are, honestly working with you can’t express how grateful I’m right now”❤️",positive
337,,rHux0gMZ3Eg,UgzaAbMZDBj2Lz8hzTV4AaABAg.9chr0ygSFlG9ckvRhPdOlV,2022-06-26T23:57:13Z,🐬 LOEHCRACK Is on IG🐬,Massage them for help 👆🏻 i also got mine from the name above.,neutral
338,,rHux0gMZ3Eg,UgwhF9-2ZeD7kVgkdX54AaABAg,2022-06-25T18:47:34Z,sapdlo,47:31,neutral
339,,rHux0gMZ3Eg,UgxhUY6VKAqnLw0EHGl4AaABAg,2022-06-25T10:47:26Z,stanezeaku,What is the name of the theme you are using on your  VScode,neutral
340,,rHux0gMZ3Eg,UgxnyNME_-94DLMKzFF4AaABAg,2022-06-23T21:18:24Z,eric jara,"I need help, my vscode won't pop up after I followed the steps 1 by 1, please anyone if you can help, I am on a Mac",neutral
341,,rHux0gMZ3Eg,UgzG7LjSadGPPKPDYpB4AaABAg,2022-06-23T12:23:00Z,Sonola Moyo,I really enjoyed this course's 1hr pre-amble. And have done well to put suspense at the very end...,positive
342,,rHux0gMZ3Eg,Ugxff6Se-p7Lq_etPjl4AaABAg,2022-06-22T14:06:44Z,Chirag Hawaldar,I don't get extra directory 20:15,neutral
343,,rHux0gMZ3Eg,UgyRMIfn1eWyy7Rdq-54AaABAg,2022-06-22T12:25:22Z,hmm mumm,"hello sir, I just wanted to ask about the V S code  command for the linux , ubuntu OS.   And, this  video was so detailed that  it has  clearly  been an eye changer.",positive
344,,rHux0gMZ3Eg,UgwwVqIGI8H72K0aBDZ4AaABAg,2022-06-21T23:19:34Z,Akshay Gulabrao,"I like that you use the super big font, so that we only need half the screen for the video. Thank you!",positive
345,,rHux0gMZ3Eg,UgyjNNvYNONfkE8erxF4AaABAg,2022-06-21T13:47:30Z,Rudra 7,do we have to install django for every new project in environment ??,positive
346,,rHux0gMZ3Eg,Ugww-F7uiqVlF2RcEFp4AaABAg.9cXqYRutgZU9hB0btKBoHT,2022-10-14T22:36:15Z,Thatcringingdude,@Yen Tran This fixed it. Thank you.,positive
347,,rHux0gMZ3Eg,Ugww-F7uiqVlF2RcEFp4AaABAg.9cXqYRutgZU9g7Fae3CBH1,2022-09-18T14:58:47Z,Yen Tran,"@Cale Reeves Try below:

1. Add django-debug-toolbar’s URLs to your project’s URLconf: 

from django.urls import include, path
urlpatterns = [
    # ...
    path('__debug__/', include('debug_toolbar.urls')),
]

2. If the toolbar still doesnt show, try to kill the current session (Ctrl C), then run migrate command (python manage.py migrate), then run the server again, the toolbar should be displayed.",neutral
348,,rHux0gMZ3Eg,Ugww-F7uiqVlF2RcEFp4AaABAg.9cXqYRutgZU9caANxFqhan,2022-06-22T19:44:52Z,Limsyy Beeh,I was using explorer so I tried using chrome and it worked just fine. I suggest you changing your web browser. And make sure you’re using the right port.,positive
349,,rHux0gMZ3Eg,Ugww-F7uiqVlF2RcEFp4AaABAg.9cXqYRutgZU9ca0V9fXPWx,2022-06-22T18:18:29Z,Cale Reeves,Have you figured it out? I'm still trying..,neutral
350,,rHux0gMZ3Eg,Ugww-F7uiqVlF2RcEFp4AaABAg.9cXqYRutgZU9cZcgoB2R38,2022-06-22T05:22:30Z,Cale Reeves,same,neutral
351,,rHux0gMZ3Eg,UgzDNmvV1Q5dolgnxH54AaABAg,2022-06-21T11:49:35Z,james Born,"hey mr.morshi am learning from your videos alot i wanted more help to consult somethings ..i dont if i can reach to you personally,on watsap,or any means of talking",positive
352,,rHux0gMZ3Eg,UgyTQCBJBSciX-tJbNl4AaABAg.9cVyA1hi1JL9nXB7tY2ePH,2023-03-21T16:19:47Z,Younger Lei,"And some knowledge on how a server works and http protocol will help better understand a framework like django, I think. I often stop and have a rest when get confused.",positive
353,,rHux0gMZ3Eg,UgwYWRuLriSj9bGT_Xt4AaABAg,2022-06-20T09:28:29Z,sabakag,"It's a bit annoying, because on Windows everything is a bit different and you have to google each time for the right commands in cmd.",negative
354,,rHux0gMZ3Eg,UgxrwSE4ttqFL0hVXo94AaABAg,2022-06-20T05:02:03Z,Prema T,python interview questions https://www.youtube.com/channel/UClhDUKK7KiF319r71vPg8qQ?view_as=subscriber?sub_confirmation=1,neutral
355,,rHux0gMZ3Eg,UgxYgJed73j0fmmB1Kd4AaABAg,2022-06-19T04:56:01Z,The Akash Vani,If I will ever create a youtube channel to teach people coding i will give link of your videos in my video. Best you are. 🫡,positive
356,,rHux0gMZ3Eg,UgxMsyYCbgfx0R2Vw2x4AaABAg,2022-06-16T20:50:22Z,kimiya abdollahi,thanks for useful ultimate django course,positive
357,,rHux0gMZ3Eg,UgySFH6umuoLGeDegHh4AaABAg,2022-06-16T10:37:14Z,Benjamin Dankyi,please am a beginner and I want to know if anytime am creating a new project i will have to type in all these commands in the terminal,positive
358,,rHux0gMZ3Eg,Ugx5Ya9mMSfAEupLEOB4AaABAg,2022-06-14T19:40:23Z,Ismael Lennox,"I am experiencing this error in Linux Ubuntu 20.20 Ubuntu 20.04 LTS
ImportError: cannot import name 'views' from 'storefront'
Someone please help",neutral
359,,rHux0gMZ3Eg,UgxEMx6JBewFsDvgJ2J4AaABAg,2022-06-14T16:10:59Z,hinjorr,"Please make a course on flutter also, I'm badly waiting for your flutter course. i cant understand any other person.",negative
360,,rHux0gMZ3Eg,UgwL_QJXCnC-o9BAB6l4AaABAg,2022-06-14T07:58:07Z,Ghina,Is there a way to combine Django with machine learning on Jupyter Notebook?,neutral
361,,rHux0gMZ3Eg,Ugwg_Ttq7m8Z5djL29R4AaABAg.9cBVyMFHTSb9cFeEzlSm00,2022-06-14T11:11:14Z,Bulaloi Tech,"Adjust the playback speed into 0.25x in the settings, if his too fast it will help alot.",positive
362,,rHux0gMZ3Eg,Ugwg3NJhM7Ifpf2PBCd4AaABAg,2022-06-11T18:24:32Z,Shimul Hawladar,"Hello Mosh, are you going to release the complete Django in Udemy?",positive
363,,rHux0gMZ3Eg,Ugyw--aQu42UkaRNJ4l4AaABAg,2022-06-11T07:36:01Z,Seid Bedru,"hello guys i face some problem on installing django project,it says the term pipenve is not recognized as the name of cmdlet,script file or operable program...anyone who knows this solution ?",neutral
364,,rHux0gMZ3Eg,UgzL7PNZKt-SxFSsZ5B4AaABAg,2022-06-10T20:37:40Z,Christie F. Yang,That’s actually a mclauren not Ferrari but ok,positive
365,,rHux0gMZ3Eg,UgziW2-V8uTvh70WaAZ4AaABAg,2022-06-10T16:05:07Z,MasonBEAMS,"Hello, I always tend to have trouble with the command prompt portions of all your videos. Do you know why none of the commands you use work on my windows computer?",negative
366,,rHux0gMZ3Eg,UgwC57VXeddsLYpyg1p4AaABAg,2022-06-09T09:56:32Z,1ParkerParker,"I have a problem from the starting line of code when following this tutorial, it looks like i didnt name my project same as yours. It says line 1 "" No module named django"" 

Please help i dont know what im doing wrong. Thank you for your kind response sir",positive
367,,rHux0gMZ3Eg,UgyD6QsgZF7hkj_PQMx4AaABAg,2022-06-09T05:07:45Z,R Ism,We'll talk about it in the next lessons... (c),neutral
368,,rHux0gMZ3Eg,Ugyuu-rGto4xJT5eC_h4AaABAg,2022-06-08T23:59:30Z,Kinsamay M.A,Django wouldn't installl in window shell terminal so I had t fo into vscode terminal to do pipenv install django before it worked.,neutral
369,,rHux0gMZ3Eg,UgwKBEF89ytxqbpWrmJ4AaABAg.9by845MiTlm9lNljooV1nq,2023-01-27T07:33:13Z,Sai Koushik,Can u please elaborate sir?,positive
370,,rHux0gMZ3Eg,UgzRkQVDKa1_ouhnejZ4AaABAg,2022-06-06T19:15:57Z,Kevin HLD,"Highly helpful, thank you very much!",positive
371,,rHux0gMZ3Eg,UgzYv1OQiCdxyLbU9hN4AaABAg,2022-06-05T13:14:22Z,Python Portfolio,"If .vscode is missing go to command CTRL SHIFT +P and open workspace settings and the editable json file - directly from the Command Palette.
 {

    ""python.pythonPath"": ""C:/Users/User/.virtualenvs/storefront-jHbgGbNN/Scripts/python""
}",negative
372,,rHux0gMZ3Eg,UgyGt-5l7zyjeJfVn454AaABAg,2022-06-04T20:28:28Z,vlad krolik,Can you add Russian or Ukrainian subtitles? My English is very bad,negative
373,,rHux0gMZ3Eg,UgyFy4D8pbU-oEA0LRF4AaABAg,2022-06-03T19:43:22Z,simran goyal,"Hello sir, I followed what you have done in the video. Unfortunately, I am unable to connect it with my templates folder.",negative
374,,rHux0gMZ3Eg,UgzMmdTrNg8L5ZwKN5Z4AaABAg,2022-06-02T17:29:24Z,George Moore,development server doesn't work...due to some '_curses' module being missing,negative
375,,rHux0gMZ3Eg,UgxFUN1id9O-ZTPy1dt4AaABAg,2022-06-02T15:46:52Z,George Moore,"Working on a windows machine, adding the interpreter path doesn't seem to do anything. settings.json doesn't appear, interpreter isn't being used in terminal :(",negative
376,,rHux0gMZ3Eg,Ugzr1iSrbpqnanp7k1V4AaABAg.9bmAhnZbvpl9eArHRxUg4X,2022-08-01T07:31:45Z,Joe Elliot,I also have that issue.  It doesn't hit the break point even though the debugger does run.  Any answers?,neutral
377,,rHux0gMZ3Eg,Ugy52tT7gKBxTSVMXHt4AaABAg,2022-06-01T09:19:33Z,도둘리,"Thanks for the nice video.
I want to know how to design my zsh just like yours. Is there any materials so that I can follow up step by step?",positive
378,,rHux0gMZ3Eg,Ugx77fernvYHgZ9gFVR4AaABAg,2022-05-30T20:24:39Z,lonediamond,"Im stuck at the part when you do python manage.py runserver 
 
when I run that command it sits at the watching for file changes with statereloader and nothing happens Im using gitbash as the terminal and pycharm as my editor 
inorder for the rest of the message to come up I have to CRTL- C but that breaks the server and the address doesnt work can anyone help with this issue im on windows as well.",neutral
379,,rHux0gMZ3Eg,UgyMpkeS3PJWwx4Uy2J4AaABAg,2022-05-29T13:04:16Z,Muhammad Mohsin Khan,Aesthetics of your course content is next level.,neutral
380,,rHux0gMZ3Eg,UgyJN9QVaVTQY0b0BwR4AaABAg,2022-05-26T14:40:29Z,Saeede,"Excellent👍 you don’t have your django course in farsi, do you?",neutral
381,,rHux0gMZ3Eg,UgydJgtolbdM2hyXxmR4AaABAg,2022-05-25T18:32:07Z,Martin,I knew that this is going to be confusing but did not know the half of it.,negative
382,,rHux0gMZ3Eg,Ugz1KsID9gqft116HZd4AaABAg,2022-05-25T14:10:55Z,Tech Nena,"at 18:08 why do I get this error? plz help

Django version 4.0.4, using settings 'storefront.settings'
Starting development server at <link:8000>
Quit the server with CTRL-BREAK.
Error: You don't have permission to access that port.",neutral
383,,rHux0gMZ3Eg,UgypRScSIn7ntiomGXh4AaABAg,2022-05-25T11:36:26Z,milad javaheri,سلام خیلی ممنون بابت ویدیو ، فقط هنگام ست کردن پوشه bin وجود نداره  از پوشه scripts  استفاده کردم اما فایل کانفیگ vscode اضافه نشد به پروژه ، ممنون میشم راهنمایی بفرمایید,neutral
384,,rHux0gMZ3Eg,Ugw4OtQB3JPFJqiwKFx4AaABAg,2022-05-25T05:34:48Z,CafePython,the best Django mini-course I have ever seen. I want to buy your full course but I can't because I'm in Iran and I can't pay dollars:(,positive
385,,rHux0gMZ3Eg,UgyuL_6pT9OOnBC4aeF4AaABAg,2022-05-24T18:56:06Z,Justice Selasi Yevoo,The most refreshing 1 hour of my life. Thanks Mosh,positive
386,,rHux0gMZ3Eg,UgyPlR1FMGP8LwP2bZ14AaABAg,2022-05-24T16:41:37Z,democracy Smith,"”What if you want to move something? Your not going to use a Ferrari for that”
proceeds to show a McLaren 4:52",neutral
387,,rHux0gMZ3Eg,UgwSZlE--gj8NfK4TmB4AaABAg,2022-05-22T18:12:28Z,Ice,"Django Developers: 117K

The people who developed Django: UNLIMITED MONEY",positive
388,,rHux0gMZ3Eg,UgwoUIyVNXspURw8L7p4AaABAg,2022-05-20T13:10:48Z,Vedant Kamat,"Hello Mosh, If I get a certificate from one of your courses and if I don't have a degree, Can I get a job in some of the top software companies? Please Reply",positive
389,,rHux0gMZ3Eg,UgwXv2ai37K8CcKaHJ54AaABAg,2022-05-20T09:55:28Z,KIRWA KELVIN KERING,"I was almost mad with Felicity when you said 'i will dimistify  it once and for all ' , thank you Soo much Mosh  👏 👏",negative
390,,rHux0gMZ3Eg,Ugz2_EveOlnvhgyzCHx4AaABAg,2022-05-20T09:48:19Z,KIRWA KELVIN KERING,"Thank you Soo much Mosh ,, I rigmaroled around many webs for a long time to understand Django ,, but guess what , everything was in vain. With this  one-hour tutorial  , I immediately navigated almost all tutorials ,, be it 10-hour long , 3-hour long et cetera, you are just the best of all teachers we have in the S. Engineering field . Again , thank you soooooo much 👏",positive
391,,rHux0gMZ3Eg,UgxejMrZJ09wQtATyQV4AaABAg,2022-05-19T14:21:54Z,Saleh_Mohammed,"This is masterpiece


U really make a big change in ur student lives",positive
392,,rHux0gMZ3Eg,Ugwpumuhb8X8co3V8vx4AaABAg,2022-05-19T09:40:15Z,Abhishek Kumar,can any one tell me how to type period,neutral
393,,rHux0gMZ3Eg,UgwP7de3K0gl_hPm8dV4AaABAg,2022-05-19T04:46:58Z,Fer Catalan,"Hi i truly like the video since im entering this new world of backend programmin but i have a problem. When i select the python interpreter then the project file doesnt show  the vscode file with the json, any ideas why it is that? Please help :c ty community",negative
394,,rHux0gMZ3Eg,Ugzr8JAsRimvn3fY0GN4AaABAg,2022-05-17T00:25:44Z,kima kimic,"the instalation for django the cmd for django the settings evrything is over complicated i meen i dont get it why some functions work and why some func dont work.
i legit folwed evry step he did in the video but for some reason i get always the same error masage even tho django is isntaled .
Traceback (most recent call last):
  File ""C:\Users\DT User\Desktop\storefront\myapp\manage.py"", line 11, in main
    from django.core.management import execute_from_command_line
ModuleNotFoundError: No module named 'django'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""C:\Users\DT User\Desktop\storefront\myapp\manage.py"", line 22, in <module>
    main()
  File ""C:\Users\DT User\Desktop\storefront\myapp\manage.py"", line 13, in main
    raise ImportError(
ImportError: Couldn't import Django. Are you sure it's installed and available on your PYTHONPATH environment variable? Did you forget to activate a virtual environment?
PS C:\Users\DT User\Desktop\storefront\myapp>",positive
395,,rHux0gMZ3Eg,UgwwGhTOd4-S-UQ1B714AaABAg,2022-05-14T22:12:32Z,Dil Ali,"Thank you so much respected Mosh brother.. 
Well Explained!!!!!!🤩🤩🤩🤩🤩🤩",positive
396,,rHux0gMZ3Eg,UgwC893kwJX31Rbv41x4AaABAg,2022-05-14T03:45:06Z,Mr Godai,damn your videos are damn proff,neutral
397,,rHux0gMZ3Eg,UgzJAlH40jlgKsRUHOl4AaABAg,2022-05-12T21:27:12Z,HigherLow1000,if youre new to programming i wouldnt mess with the virtual enviroment. good luck,positive
398,,rHux0gMZ3Eg,UgzvOIZ8fDf1JMSmjQl4AaABAg,2022-05-12T08:15:33Z,Md Noorullah Khan,34:09 anyone having issue with TemplateDoesNotExist at /playground/hello/ what to do if you are facing it too,neutral
399,,rHux0gMZ3Eg,Ugy_PrjMcbSSqqblVx14AaABAg,2022-05-10T17:12:48Z,brian,"If I know Django should I still learn all the other web languages like html, css, JavaScript, etc…?",negative
